postal_code,delivery_means,weekday,available_delivery
22003,HD,Κυριακή,1
22007,HD,Τετάρτη,1
22007,HD,Πέμπτη,1
22007,HD,Παρασκευή,1
22007,HD,Σάββατο,1
22007,HD,Κυριακή,1
22008,HD,Τετάρτη,1
22008,HD,Πέμπτη,1
22008,HD,Παρασκευή,1
22008,HD,Σάββατο,1
22008,HD,Κυριακή,1
22009,HD,Τετάρτη,1
22009,HD,Πέμπτη,1
22009,HD,Παρασκευή,1
22009,HD,Σάββατο,1
22009,HD,Κυριακή,1
22010,HD,Τετάρτη,1
22010,HD,Πέμπτη,1
22010,HD,Παρασκευή,1
22010,HD,Σάββατο,1
22010,HD,Κυριακή,1
22011,FRW,null,1
22012,HD,Τετάρτη,1
22012,HD,Πέμπτη,1
22012,HD,Παρασκευή,1
22012,HD,Σάββατο,1
22012,HD,Κυριακή,1
22013,HD,Τετάρτη,1
22013,HD,Πέμπτη,1
22013,HD,Παρασκευή,1
22013,HD,Σάββατο,1
22013,HD,Κυριακή,1
22015,FRW,null,1
22016,HD,Τετάρτη,1
22016,HD,Πέμπτη,1
22016,HD,Παρασκευή,1
22016,HD,Σάββατο,1
22016,HD,Κυριακή,1
22021,HD,Τετάρτη,1
22021,HD,Πέμπτη,1
22021,HD,Παρασκευή,1
22021,HD,Σάββατο,1
22021,HD,Κυριακή,1
22022,HD,Τετάρτη,1
22022,HD,Πέμπτη,1
22022,HD,Παρασκευή,1
22022,HD,Σάββατο,1
22022,HD,Κυριακή,1
22024,HD,Τετάρτη,1
22024,HD,Πέμπτη,1
22024,HD,Παρασκευή,1
22024,HD,Σάββατο,1
22024,HD,Κυριακή,1
22027,HD,Τετάρτη,1
22027,HD,Πέμπτη,1
22027,HD,Παρασκευή,1
22027,HD,Σάββατο,1
22027,HD,Κυριακή,1
22028,FRW,null,1
22100,HD,Τετάρτη,1
22100,HD,Πέμπτη,1
22100,HD,Παρασκευή,1
22100,HD,Σάββατο,1
22100,HD,Κυριακή,1
22131,HD,Τετάρτη,1
22131,HD,Πέμπτη,1
22131,HD,Παρασκευή,1
22131,HD,Σάββατο,1
22131,HD,Κυριακή,1
22132,HD,Τετάρτη,1
22132,HD,Πέμπτη,1
22132,HD,Παρασκευή,1
22132,HD,Σάββατο,1
22132,HD,Κυριακή,1
22200,HD,Τετάρτη,1
22200,HD,Πέμπτη,1
22200,HD,Παρασκευή,1
22200,HD,Σάββατο,1
22200,HD,Κυριακή,1
22300,HD,Τετάρτη,1
22300,HD,Πέμπτη,1
22300,HD,Παρασκευή,1
22300,HD,Σάββατο,1
22300,HD,Κυριακή,1
27050,HD,Τετάρτη,1
27050,HD,Πέμπτη,1
27050,HD,Παρασκευή,1
27050,HD,Σάββατο,1
27050,HD,Κυριακή,1
27051,HD,Τετάρτη,1
27051,HD,Πέμπτη,1
27051,HD,Παρασκευή,1
27051,HD,Σάββατο,1
27051,HD,Κυριακή,1
27052,HD,Τετάρτη,1
27052,HD,Πέμπτη,1
27052,HD,Παρασκευή,1
27052,HD,Σάββατο,1
27052,HD,Κυριακή,1
27053,HD,Τετάρτη,1
27053,HD,Πέμπτη,1
27053,HD,Παρασκευή,1
27053,HD,Σάββατο,1
27053,HD,Κυριακή,1
27054,HD,Τετάρτη,1
27054,HD,Πέμπτη,1
27054,HD,Παρασκευή,1
27054,HD,Σάββατο,1
27054,HD,Κυριακή,1
27055,HD,Τετάρτη,1
27055,HD,Πέμπτη,1
27055,HD,Παρασκευή,1
27055,HD,Σάββατο,1
27055,HD,Κυριακή,1
27056,HD,Τετάρτη,1
27056,HD,Πέμπτη,1
27056,HD,Παρασκευή,1
27056,HD,Σάββατο,1
27056,HD,Κυριακή,1
27057,HD,Τετάρτη,1
27057,HD,Πέμπτη,1
27057,HD,Παρασκευή,1
27057,HD,Σάββατο,1
27057,HD,Κυριακή,1
27058,HD,Τετάρτη,1
27058,HD,Πέμπτη,1
27058,HD,Παρασκευή,1
27058,HD,Σάββατο,1
27058,HD,Κυριακή,1
27061,HD,Τετάρτη,1
27061,HD,Πέμπτη,1
27061,HD,Παρασκευή,1
27061,HD,Σάββατο,1
27061,HD,Κυριακή,1
27062,HD,Τετάρτη,1
27062,HD,Πέμπτη,1
27062,HD,Παρασκευή,1
27062,HD,Σάββατο,1
27062,HD,Κυριακή,1
27063,FRW,null,1
27064,HD,Τετάρτη,1
27064,HD,Πέμπτη,1
27064,HD,Παρασκευή,1
27064,HD,Σάββατο,1
27064,HD,Κυριακή,1
27065,HD,Τετάρτη,1
27065,HD,Πέμπτη,1
27065,HD,Παρασκευή,1
27065,HD,Σάββατο,1
27065,HD,Κυριακή,1
27066,HD,Τετάρτη,1
27066,HD,Πέμπτη,1
27066,HD,Παρασκευή,1
27066,HD,Σάββατο,1
27066,HD,Κυριακή,1
27067,HD,Τετάρτη,1
27067,HD,Πέμπτη,1
27067,HD,Παρασκευή,1
27067,HD,Σάββατο,1
27067,HD,Κυριακή,1
27068,HD,Τετάρτη,1
27068,HD,Πέμπτη,1
27068,HD,Παρασκευή,1
27068,HD,Σάββατο,1
27068,HD,Κυριακή,1
27069,HD,Τετάρτη,1
27069,HD,Πέμπτη,1
27069,HD,Παρασκευή,1
27069,HD,Σάββατο,1
27069,HD,Κυριακή,1
27100,HD,Τετάρτη,1
27100,HD,Πέμπτη,1
27100,HD,Παρασκευή,1
27100,HD,Σάββατο,1
27100,HD,Κυριακή,1
27131,HD,Τετάρτη,1
27131,HD,Πέμπτη,1
27131,HD,Παρασκευή,1
27131,HD,Σάββατο,1
27131,HD,Κυριακή,1
27200,HD,Τετάρτη,1
27200,HD,Πέμπτη,1
27200,HD,Παρασκευή,1
27200,HD,Σάββατο,1
27200,HD,Κυριακή,1
27300,HD,Τετάρτη,1
27300,HD,Πέμπτη,1
27300,HD,Παρασκευή,1
27300,HD,Σάββατο,1
27300,HD,Κυριακή,1
18020,HD,Τετάρτη,1
18020,HD,Πέμπτη,1
18020,HD,Παρασκευή,1
18020,HD,Σάββατο,1
18020,HD,Κυριακή,1
21051,HD,Τετάρτη,1
21051,HD,Πέμπτη,1
21051,HD,Παρασκευή,1
21051,HD,Σάββατο,1
21051,HD,Κυριακή,1
21052,HD,Τετάρτη,1
21052,HD,Πέμπτη,1
21052,HD,Παρασκευή,1
21052,HD,Σάββατο,1
21052,HD,Κυριακή,1
21053,HD,Τετάρτη,1
21053,HD,Πέμπτη,1
21053,HD,Παρασκευή,1
21053,HD,Σάββατο,1
21053,HD,Κυριακή,1
21054,HD,Τετάρτη,1
21054,HD,Πέμπτη,1
21054,HD,Παρασκευή,1
21054,HD,Σάββατο,1
21054,HD,Κυριακή,1
21055,HD,Τετάρτη,1
21055,HD,Πέμπτη,1
21055,HD,Παρασκευή,1
21055,HD,Σάββατο,1
21055,HD,Κυριακή,1
21059,HD,Τετάρτη,1
21059,HD,Πέμπτη,1
21059,HD,Παρασκευή,1
21059,HD,Σάββατο,1
21059,HD,Κυριακή,1
21060,HD,Τετάρτη,1
21060,HD,Πέμπτη,1
21060,HD,Παρασκευή,1
21060,HD,Σάββατο,1
21060,HD,Κυριακή,1
21100,HD,Τετάρτη,1
21100,HD,Πέμπτη,1
21100,HD,Παρασκευή,1
21100,HD,Σάββατο,1
21100,HD,Κυριακή,1
21200,HD,Τετάρτη,1
21200,HD,Πέμπτη,1
21200,HD,Παρασκευή,1
21200,HD,Σάββατο,1
21200,HD,Κυριακή,1
21231,HD,Τετάρτη,1
21231,HD,Πέμπτη,1
21231,HD,Παρασκευή,1
21231,HD,Σάββατο,1
21231,HD,Κυριακή,1
21232,HD,Τετάρτη,1
21232,HD,Πέμπτη,1
21232,HD,Παρασκευή,1
21232,HD,Σάββατο,1
21232,HD,Κυριακή,1
21300,HD,Τετάρτη,1
21300,HD,Πέμπτη,1
21300,HD,Παρασκευή,1
21300,HD,Σάββατο,1
21300,HD,Κυριακή,1
20001,HD,Τετάρτη,1
20001,HD,Πέμπτη,1
20001,HD,Παρασκευή,1
20001,HD,Σάββατο,1
20001,HD,Κυριακή,1
20002,HD,Τετάρτη,1
20002,HD,Πέμπτη,1
20002,HD,Παρασκευή,1
20002,HD,Σάββατο,1
20002,HD,Κυριακή,1
20003,HD,Τετάρτη,1
20003,HD,Πέμπτη,1
20003,HD,Παρασκευή,1
20003,HD,Σάββατο,1
20003,HD,Κυριακή,1
20004,HD,Τετάρτη,1
20004,HD,Πέμπτη,1
20004,HD,Παρασκευή,1
20004,HD,Σάββατο,1
20004,HD,Κυριακή,1
20005,HD,Τετάρτη,1
20005,HD,Πέμπτη,1
20005,HD,Παρασκευή,1
20005,HD,Σάββατο,1
20005,HD,Κυριακή,1
20006,HD,Τετάρτη,1
20006,HD,Πέμπτη,1
20006,HD,Παρασκευή,1
20006,HD,Σάββατο,1
20006,HD,Κυριακή,1
20007,HD,Τετάρτη,1
20007,HD,Πέμπτη,1
20007,HD,Παρασκευή,1
20007,HD,Σάββατο,1
20007,HD,Κυριακή,1
20008,HD,Τετάρτη,1
20008,HD,Πέμπτη,1
20008,HD,Παρασκευή,1
20008,HD,Σάββατο,1
20008,HD,Κυριακή,1
20009,HD,Τετάρτη,1
20009,HD,Πέμπτη,1
20009,HD,Παρασκευή,1
20009,HD,Σάββατο,1
20009,HD,Κυριακή,1
20010,HD,Τετάρτη,1
20010,HD,Πέμπτη,1
20010,HD,Παρασκευή,1
20010,HD,Σάββατο,1
20010,HD,Κυριακή,1
20011,HD,Τετάρτη,1
20011,HD,Πέμπτη,1
20011,HD,Παρασκευή,1
20011,HD,Σάββατο,1
20011,HD,Κυριακή,1
20014,FRW,null,1
20016,FRW,null,1
20100,HD,Τετάρτη,1
20100,HD,Πέμπτη,1
20100,HD,Παρασκευή,1
20100,HD,Σάββατο,1
20100,HD,Κυριακή,1
20131,HD,Τετάρτη,1
20131,HD,Πέμπτη,1
20131,HD,Παρασκευή,1
20131,HD,Σάββατο,1
20131,HD,Κυριακή,1
20132,HD,Τετάρτη,1
20132,HD,Πέμπτη,1
20132,HD,Παρασκευή,1
20132,HD,Σάββατο,1
20132,HD,Κυριακή,1
20200,HD,Τετάρτη,1
20200,HD,Πέμπτη,1
20200,HD,Παρασκευή,1
20200,HD,Σάββατο,1
20200,HD,Κυριακή,1
20300,HD,Τετάρτη,1
20300,HD,Πέμπτη,1
20300,HD,Παρασκευή,1
20300,HD,Σάββατο,1
20300,HD,Κυριακή,1
20400,HD,Τετάρτη,1
20400,HD,Πέμπτη,1
20400,HD,Παρασκευή,1
20400,HD,Σάββατο,1
20400,HD,Κυριακή,1
20500,FRW,null,1
25001,FRW,null,1
25002,HD,Τετάρτη,1
25002,HD,Πέμπτη,1
25002,HD,Παρασκευή,1
25002,HD,Σάββατο,1
25002,HD,Κυριακή,1
25003,HD,Τετάρτη,1
25003,HD,Πέμπτη,1
25003,HD,Παρασκευή,1
25003,HD,Σάββατο,1
25003,HD,Κυριακή,1
25004,HD,Τετάρτη,1
25004,HD,Πέμπτη,1
25004,HD,Παρασκευή,1
25004,HD,Σάββατο,1
25004,HD,Κυριακή,1
25005,HD,Τετάρτη,1
25005,HD,Πέμπτη,1
25005,HD,Παρασκευή,1
25005,HD,Σάββατο,1
25005,HD,Κυριακή,1
25006,HD,Τετάρτη,1
25006,HD,Πέμπτη,1
25006,HD,Παρασκευή,1
25006,HD,Σάββατο,1
25006,HD,Κυριακή,1
25007,FRW,null,1
25008,FRW,null,1
25009,HD,Τετάρτη,1
25009,HD,Πέμπτη,1
25009,HD,Παρασκευή,1
25009,HD,Σάββατο,1
25009,HD,Κυριακή,1
25010,HD,Τετάρτη,1
25010,HD,Πέμπτη,1
25010,HD,Παρασκευή,1
25010,HD,Σάββατο,1
25010,HD,Κυριακή,1
25015,FRW,null,1
25016,FRW,null,1
25018,FRW,null,1
25100,HD,Τετάρτη,1
25100,HD,Πέμπτη,1
25100,HD,Παρασκευή,1
25100,HD,Σάββατο,1
25100,HD,Κυριακή,1
25200,HD,Τετάρτη,1
25200,HD,Πέμπτη,1
25200,HD,Παρασκευή,1
25200,HD,Σάββατο,1
25200,HD,Κυριακή,1
26221,HD,Τετάρτη,1
26221,HD,Πέμπτη,1
26221,HD,Παρασκευή,1
26221,HD,Σάββατο,1
26221,HD,Κυριακή,1
26222,HD,Τετάρτη,1
26222,HD,Πέμπτη,1
26222,HD,Παρασκευή,1
26222,HD,Σάββατο,1
26222,HD,Κυριακή,1
26223,HD,Τετάρτη,1
26223,HD,Πέμπτη,1
26223,HD,Παρασκευή,1
26223,HD,Σάββατο,1
26223,HD,Κυριακή,1
26224,HD,Τετάρτη,1
26224,HD,Πέμπτη,1
26224,HD,Παρασκευή,1
26224,HD,Σάββατο,1
26224,HD,Κυριακή,1
26225,HD,Τετάρτη,1
26225,HD,Πέμπτη,1
26225,HD,Παρασκευή,1
26225,HD,Σάββατο,1
26225,HD,Κυριακή,1
26226,HD,Τετάρτη,1
26226,HD,Πέμπτη,1
26226,HD,Παρασκευή,1
26226,HD,Σάββατο,1
26226,HD,Κυριακή,1
26331,HD,Τετάρτη,1
26331,HD,Πέμπτη,1
26331,HD,Παρασκευή,1
26331,HD,Σάββατο,1
26331,HD,Κυριακή,1
26332,HD,Τετάρτη,1
26332,HD,Πέμπτη,1
26332,HD,Παρασκευή,1
26332,HD,Σάββατο,1
26332,HD,Κυριακή,1
26333,HD,Τετάρτη,1
26333,HD,Πέμπτη,1
26333,HD,Παρασκευή,1
26333,HD,Σάββατο,1
26333,HD,Κυριακή,1
26334,HD,Τετάρτη,1
26334,HD,Πέμπτη,1
26334,HD,Παρασκευή,1
26334,HD,Σάββατο,1
26334,HD,Κυριακή,1
26335,HD,Τετάρτη,1
26335,HD,Πέμπτη,1
26335,HD,Παρασκευή,1
26335,HD,Σάββατο,1
26335,HD,Κυριακή,1
26441,HD,Τετάρτη,1
26441,HD,Πέμπτη,1
26441,HD,Παρασκευή,1
26441,HD,Σάββατο,1
26441,HD,Κυριακή,1
26442,HD,Τετάρτη,1
26442,HD,Πέμπτη,1
26442,HD,Παρασκευή,1
26442,HD,Σάββατο,1
26442,HD,Κυριακή,1
26443,HD,Τετάρτη,1
26443,HD,Πέμπτη,1
26443,HD,Παρασκευή,1
26443,HD,Σάββατο,1
26443,HD,Κυριακή,1
26500,HD,Τετάρτη,1
26500,HD,Πέμπτη,1
26500,HD,Παρασκευή,1
26500,HD,Σάββατο,1
26500,HD,Κυριακή,1
26504,HD,Τετάρτη,1
26504,HD,Πέμπτη,1
26504,HD,Παρασκευή,1
26504,HD,Σάββατο,1
26504,HD,Κυριακή,1
68001,HD,Τετάρτη,1
68001,HD,Πέμπτη,1
68001,HD,Παρασκευή,1
68001,HD,Σάββατο,1
68001,HD,Κυριακή,1
68003,HD,Τετάρτη,1
68003,HD,Πέμπτη,1
68003,HD,Παρασκευή,1
68003,HD,Σάββατο,1
68003,HD,Κυριακή,1
68004,HD,Τετάρτη,1
68004,HD,Πέμπτη,1
68004,HD,Παρασκευή,1
68004,HD,Σάββατο,1
68004,HD,Κυριακή,1
68006,HD,Τετάρτη,1
68006,HD,Πέμπτη,1
68006,HD,Παρασκευή,1
68006,HD,Σάββατο,1
68006,HD,Κυριακή,1
68007,HD,Τετάρτη,1
68007,HD,Πέμπτη,1
68007,HD,Παρασκευή,1
68007,HD,Σάββατο,1
68007,HD,Κυριακή,1
68008,HD,Τετάρτη,1
68008,HD,Πέμπτη,1
68008,HD,Παρασκευή,1
68008,HD,Σάββατο,1
68008,HD,Κυριακή,1
68010,HD,Τετάρτη,1
68010,HD,Πέμπτη,1
68010,HD,Παρασκευή,1
68010,HD,Σάββατο,1
68010,HD,Κυριακή,1
68012,HD,Τετάρτη,1
68012,HD,Πέμπτη,1
68012,HD,Παρασκευή,1
68012,HD,Σάββατο,1
68012,HD,Κυριακή,1
68013,HD,Τετάρτη,1
68013,HD,Πέμπτη,1
68013,HD,Παρασκευή,1
68013,HD,Σάββατο,1
68013,HD,Κυριακή,1
68014,HD,Τετάρτη,1
68014,HD,Πέμπτη,1
68014,HD,Παρασκευή,1
68014,HD,Σάββατο,1
68014,HD,Κυριακή,1
68100,HD,Τετάρτη,1
68100,HD,Πέμπτη,1
68100,HD,Παρασκευή,1
68100,HD,Σάββατο,1
68100,HD,Κυριακή,1
68131,HD,Τετάρτη,1
68131,HD,Πέμπτη,1
68131,HD,Παρασκευή,1
68131,HD,Σάββατο,1
68131,HD,Κυριακή,1
68132,HD,Τετάρτη,1
68132,HD,Πέμπτη,1
68132,HD,Παρασκευή,1
68132,HD,Σάββατο,1
68132,HD,Κυριακή,1
68133,HD,Τετάρτη,1
68133,HD,Πέμπτη,1
